refcode,metal,S_TBPY,S_SPY,delta,in_ridge
QACZUT,Cu,5.04,6.31,1.27,False
QADDOS,Co,0.7,6.05,5.35,False
QADDUY,Co,0.72,1.96,1.24,False
QADPIY,V,0.13,0.78,0.65,True
QADROF,Ag,1.0,6.01,5.01,False
QADTEX,Zn,4.84,6.03,1.19,False
QADTOH,Zn,4.89,5.86,0.97,True
QAFCEI,Cr,5.01,6.06,1.05,False
QAFCOS,Mn,0.87,6.23,5.36,False
QAFCOS01,Mn,0.87,1.04,0.17,True
QAFCUW,Cu,0.31,5.27,4.96,False
QAFDAD,Ag,3.65,4.14,0.49,True
QAFDEH,Cu,0.72,1.4,0.68,True
QAFGIQ,Ag,6.8,10.41,3.61,False
QAFPET,Co,4.36,5.48,1.12,False
QAGFAF,Zn,1.65,5.25,3.6,False
QAGFEJ,Cd,6.89,8.64,1.75,False
QAHFEK,V,0.48,0.58,0.1,True
QAHGOX,V,6.53,6.92,0.39,True
QAHKIV,Cr,4.68,4.83,0.15,True
QAHMAO,Hg,4.04,1.81,2.23,False
QAHNUK,Zn,6.16,12.5,6.34,False
QAHNUK01,Zn,6.58,7.53,0.95,True
QAHQAS,V,0.58,2.63,2.05,False
QAHQIB,Mn,0.89,6.55,5.66,False
QAHRUO,Zn,0.73,6.37,5.64,False
QAHSID,Cu,8.42,13.71,5.29,False
QAHTAW,Cu,0.61,0.75,0.14,True
QAHXUU,Zn,0.14,5.77,5.63,False
QAHYUW,Cu,4.59,7.1,2.51,False
QAHZUY,Co,0.31,0.68,0.37,True
QAJCUB,Cu,8.8,7.45,1.35,False
QAJFOX,Nb,6.6,10.08,3.48,False
QAJKOE,V,1.13,6.39,5.26,False
QAJSUQ,Cu,11.48,14.7,3.22,False
QAJTAX,Cu,4.96,7.32,2.36,False
QAKLEU,Zn,0.41,6.45,6.04,False
QAKVEE,Zn,0.53,5.56,5.03,False
QALDAM,W,4.93,5.68,0.75,True
QALFIU,Fe,4.65,6.09,1.44,False
QALHAM,Cu,5.31,6.14,0.83,True
QALJAS,Zn,4.72,5.72,1.0,False
QALMUM,Zn,0.43,0.61,0.18,True
QALSAX,Ru,5.76,6.52,0.76,True
QALWOQ,V,5.04,5.65,0.61,True
QALXEH,Cu,0.69,0.82,0.13,True
QALZIM,Cu,0.35,0.46,0.11,True
QALZIM01,Cu,0.34,0.47,0.13,True
QAMBAI,Co,0.86,6.06,5.2,False
QAMBAI01,Co,0.86,6.06,5.2,False
QAMBUD,Cu,1.03,4.6,3.57,False
QAMLAR,Zn,0.33,6.28,5.95,False
QAMPUR,Zn,0.3,1.13,0.83,True
QAMTEH,Zn,5.31,5.48,0.17,True
QANDIT,Cu,0.56,0.58,0.02,True
QANDIT01,Cu,4.3,5.74,1.44,False
QANGAN,Co,5.24,6.16,0.92,True
QANLEW,Zn,10.42,13.22,2.8,False
QANMEX,Fe,14.21,8.84,5.37,False
QANRII,Cu,5.79,6.46,0.67,True
QANSEF,Cu,5.1,6.08,0.98,True
QANTEI,Cu,4.58,4.74,0.16,True
QANWAF,Zr,0.89,1.72,0.83,True
QANWIN,Zr,0.49,4.82,4.33,False
QANWUZ,Zr,0.8,5.27,4.47,False
QANXIO,Zr,1.64,6.59,4.95,False
QAPCET,Cu,0.47,0.9,0.43,True
QAPCOZ,Ta,0.17,1.18,1.01,False
QAPNOK,Cu,4.07,6.28,2.21,False
QAPPIG,Cu,4.21,6.35,2.14,False
QAPTEI,Hg,1.29,2.01,0.72,True
QAPTIM,Hg,4.8,5.4,0.6,True
QAPYIR,Cu,5.15,6.4,1.25,False
QAPYOX,Cu,7.86,7.62,0.24,True
QAPZOY,Co,1.03,6.74,5.71,False
QAPZUE,Co,5.24,6.84,1.6,False
QAQBAN,Co,0.66,4.43,3.77,False
QAQBER,Ni,3.57,4.97,1.4,False
QAQCAN,Cu,11.21,8.58,2.63,False
QAQFEW,Ti,3.95,6.6,2.65,False
QAQFOG,Ti,5.36,6.49,1.13,False
QAQFUM,Ti,5.22,6.49,1.27,False
QAQMAX,Ru,0.85,5.14,4.29,False
QAQPEG,Re,0.81,6.24,5.43,False
QAQQAB,Ru,5.78,6.22,0.44,True
QAQVEJ,Ta,0.22,3.99,3.77,False
QAQVEJ01,Ta,0.22,3.99,3.77,False
QAQWAG,Re,4.23,5.69,1.46,False
QAQWEK,Re,5.15,6.12,0.97,True
QAQXIQ,Tc,0.05,1.37,1.32,False
QAQXOW,Tc,0.11,0.84,0.73,True
QAQXUC,Tc,0.26,1.0,0.74,True
QAQZOB,Cu,13.08,17.15,4.07,False
QARLIE,Cr,5.63,5.96,0.33,True
QARNUT,Cu,4.79,6.25,1.46,False
QARREK,Ru,1.17,7.43,6.26,False
QARRIO,Ru,0.98,0.99,0.01,True
QARSAH,Ru,5.58,6.8,1.22,False
QARSEL,Ru,5.55,6.8,1.25,False
QARSOU,Cu,0.39,4.58,4.19,False
QARVUD,Cu,0.65,1.88,1.23,False
QARWIP,Cu,5.47,5.93,0.46,True
QARXIS,Fe,4.27,5.44,1.17,False
QARYOX,Co,1.06,6.0,4.94,False
QASFIB,Zn,4.47,5.73,1.26,False
QASRUZ,Mn,4.97,6.25,1.28,False
QASSOU,Mn,5.86,5.95,0.09,True
QASYAK,Re,0.56,1.07,0.51,True
QASYEO,Re,5.18,6.0,0.82,True
QASYES,Zn,0.94,4.94,4.0,False
QASYIS,Re,5.14,5.87,0.73,True
QASYOY,Re,0.25,0.67,0.42,True
QATDAU,Zn,4.7,5.07,0.37,True
QATFIE,Ru,6.02,6.16,0.14,True
QATFOI,Ti,0.43,5.82,5.39,False
QATMAA,Cu,7.33,10.18,2.85,False
QATNAA,Cu,5.16,6.42,1.26,False
QATREI,Fe,4.88,6.04,1.16,False
QATRUY,Fe,5.19,8.68,3.49,False
QATSIN,Fe,0.53,5.93,5.4,False
QATVIT,Cu,0.47,0.6,0.13,True
QATXOY,V,0.31,1.54,1.23,False
QATZIU,Cu,5.19,5.38,0.19,True
QAVCEZ,Cu,0.86,4.25,3.39,False
QAVNEJ,Mn,2.48,4.14,1.66,False
QAVREO,Cu,0.4,3.53,3.13,False
QAVVEO,Os,3.58,5.86,2.28,False
QAWHII,Cd,0.68,0.76,0.08,True
QAWKAC,Zn,0.14,4.74,4.6,False
QAWQOY,Cu,15.47,16.72,1.25,False
QAWWUH,Co,0.59,5.3,4.71,False
QAXCAW,W,0.12,5.7,5.58,False
QAXCIE,W,0.11,1.26,1.15,False
QAXCOK,W,0.18,5.52,5.34,False
QAXGED,Cu,10.81,8.96,1.85,False
QAXXIY,W,0.25,6.01,5.76,False
QAYRIS,Zn,4.92,5.8,0.88,True
QAYRIS01,Zn,4.86,5.84,0.98,True
QAYRIS02,Zn,4.89,5.82,0.93,True
QAYWIW,V,8.29,14.09,5.8,False
QAYXEW,Cu,5.32,6.24,0.92,True
QAZCAX,Cu,9.98,12.18,2.2,False
QAZHEG,Cu,5.14,6.22,1.08,False
QAZKOU,Cu,5.37,6.27,0.9,True
QAZNIQ,Cu,5.11,6.11,1.0,False
QAZWEW,Fe,4.65,6.33,1.68,False
QAZWOF,Cu,0.33,0.78,0.45,True
QAZWOH,Ru,3.95,4.77,0.82,True
QEBFIQ,V,0.26,0.77,0.51,True
QEBWUR,Cu,10.17,13.42,3.25,False
QEBXIG,Ir,0.51,1.21,0.7,True
QEBYAB,V,4.43,5.86,1.43,False
QECMAQ,Cu,5.05,6.22,1.17,False
QEDQIZ,Cu,0.43,0.95,0.52,True
QEDZUW,Zn,4.78,6.47,1.69,False
QEFBAG,Zn,4.88,6.32,1.44,False
QEFBEK,Zn,2.24,4.28,2.04,False
QEFBIO,Zn,3.91,5.52,1.61,False
QEFCOV,Cu,4.34,6.6,2.26,False
QEFCUB,Cu,6.01,6.58,0.57,True
QEFDAI,Cu,5.97,6.5,0.53,True
QEFPIA,Rh,5.62,6.0,0.38,True
QEFPOK,Fe,0.71,1.38,0.67,True
QEFRIG,V,0.9,5.42,4.52,False
QEFSAY,Sc,8.26,8.98,0.72,True
QEFTAZ,Ru,0.05,1.25,1.2,False
QEFTOK,Pd,4.85,6.19,1.34,False
QEFVAY,Pd,1.26,6.22,4.96,False
QEFVIG,Pd,7.04,8.68,1.64,False
QEFYAB,Cu,0.23,0.63,0.4,True
QEFYAF,V,7.24,11.58,4.34,False
QEFZIO,V,0.41,5.36,4.95,False
QEGBIQ,Ru,6.54,6.62,0.08,True
QEGBUC,Ru,5.85,6.21,0.36,True
QEGCAJ,Ru,5.49,5.73,0.24,True
QEGCEN,Ru,0.31,2.07,1.76,False
QEGHAP,Cu,4.35,6.82,2.47,False
QEGHIX,Cu,0.43,6.71,6.28,False
QEGJOE,Y,5.36,7.24,1.88,False
QEGLOG,Re,0.64,4.8,4.16,False
QEGMAS,Sc,0.1,0.71,0.61,True
QEGMUM,Y,0.15,5.68,5.53,False
QEGRAY,Re,5.16,5.95,0.79,True
QEGWEF,Re,0.27,5.56,5.29,False
QEGWUV,Re,0.27,5.58,5.31,False
QEGXAF,Cd,4.36,6.92,2.56,False
QEHLEW,Ru,6.73,7.12,0.39,True
QEHLIA,Ru,5.91,6.26,0.35,True
QEHNAU,Ir,6.09,6.66,0.57,True
QEHNUP,Cu,4.71,6.14,1.43,False
QEHQUR,Cu,4.27,6.19,1.92,False
QEHRAY,Cu,0.91,1.14,0.23,True
QEHSOP,Fe,0.46,5.08,4.62,False
QEHTAA,Cu,11.78,11.9,0.12,True
QEJFES,Y,5.09,6.23,1.14,False
QEJMOJ,Co,4.79,5.59,0.8,True
QEJMUN01,Ru,0.19,1.72,1.53,False
QEJQUT,Cu,9.01,12.58,3.57,False
QEJVUW,Zn,8.44,11.08,2.64,False
QEKDER,Rh,5.32,6.18,0.86,True
QEKHUJ,Cd,5.63,6.47,0.84,True
QEKJAS,Mo,0.34,5.73,5.39,False
QEKJIA,Mo,0.32,0.43,0.11,True
QELBAO,Ru,5.72,5.82,0.1,True
QELJEW01,Cu,0.3,0.72,0.42,True
QELKAU,La,4.12,8.88,4.76,False
QELKIE,Cd,4.97,6.81,1.84,False
QELKUQ,Zn,4.53,6.53,2.0,False
QELNUU,Co,0.33,5.75,5.42,False
QEMDOB,Zn,8.26,7.08,1.18,False
QEMSEG,Co,5.59,6.06,0.47,True
QEMTOR,Ti,4.28,4.96,0.68,True
QEMTUX,Ti,0.53,5.48,4.95,False
QEMYAM,Cu,0.63,5.63,5.0,False
QEMZAJ,Cu,4.93,5.3,0.37,True
QEMZEN,Cu,5.8,6.51,0.71,True
QEMZIR,Cu,0.21,0.99,0.78,True
QEMZOX,Cu,0.13,0.97,0.84,True
QEMZUD,Cu,6.21,4.76,1.45,False
QENBIU,Cu,0.15,0.97,0.82,True
QENCEV,Fe,4.87,6.02,1.15,False
QENDUI,Zn,4.52,6.19,1.67,False
QENJOI,Rh,7.12,10.93,3.81,False
QENLUT,Ru,1.5,6.42,4.92,False
QENMUS,Co,4.79,6.19,1.4,False
QENPOS,Ti,10.21,16.48,6.27,False
QENVIR,W,5.97,6.91,0.94,True
QEPGUO,Pt,0.26,1.16,0.9,True
QEPKII,Sc,0.64,5.67,5.03,False
QEPSAJ,Cu,0.85,4.11,3.26,False
QEPWIU,Cu,0.49,1.18,0.69,True
QEPWUG,Cu,5.79,6.28,0.49,True
QEPYAP,Cu,4.78,5.96,1.18,False
QEQCAQ,Mo,0.85,4.92,4.07,False
QEQHUP,Zr,0.84,5.62,4.78,False
QEQKIK,Os,0.34,1.43,1.09,False
QERNIO,Zn,11.46,10.43,1.03,False
QESGUQ,V,8.59,16.01,7.42,False
QESGUQ02,V,5.07,11.03,5.96,False
QESJOQ,Fe,4.99,5.96,0.97,True
QESLEJ,Zn,5.83,13.6,7.77,False
QESLIN,Zn,1.11,1.12,0.01,True
QETFEB,Cu,5.06,6.27,1.21,False
QETFIF,Zn,4.67,6.29,1.62,False
QETGIJ,Zn,0.97,1.03,0.06,True
QETJUU,Mn,6.08,6.13,0.05,True
QETSUE,Zn,0.69,4.78,4.09,False
QETVAM,Ni,6.17,9.28,3.11,False
QEVBOM,Cu,8.74,10.37,1.63,False
QEVJEG,Co,0.43,0.73,0.3,True
QEVTUK,Cu,9.2,15.64,6.44,False
QEVVOG,Cu,0.99,6.21,5.22,False
QEVXIZ,Ni,4.66,5.49,0.83,True
QEWJOS,Y,0.68,1.32,0.64,True
QEWJUY,Y,4.46,5.12,0.66,True
QEWKAF,Y,0.62,1.23,0.61,True
QEWKIP,Cu,0.43,0.66,0.23,True
QEWKOV,Cu,7.83,13.32,5.49,False
QEWLEM,Cu,0.85,4.85,4.0,False
QEWPOY,Os,5.16,6.39,1.23,False
QEWPUE,Os,5.04,6.38,1.34,False
QEXHUZ,Cu,5.16,5.91,0.75,True
QEXJAF,Zn,7.54,9.88,2.34,False
QEXVOH,Zn,0.26,5.92,5.66,False
QEXWEW,Ru,3.09,3.93,0.84,True
QEYLIQ,Ru,0.79,1.06,0.27,True
QEYLUC,Ru,5.73,5.78,0.05,True
QEYMAJ,Ru,5.62,6.14,0.52,True
QEYMOX,Cu,2.13,5.48,3.35,False
QEYNEP,Ru,0.15,5.96,5.81,False
QEYNER,Fe,5.11,5.72,0.61,True
QEYNER01,Fe,5.1,5.71,0.61,True
QEYNOZ,Ru,0.27,5.31,5.04,False
QEYNUF,Ru,0.6,6.17,5.57,False
QEZFAF,Zn,5.03,7.15,2.12,False
QEZGEI,Cd,0.98,4.47,3.49,False
QEZNUI,Ag,4.77,6.14,1.37,False
QEZPIY,Ag,5.05,6.18,1.13,False
QEZSOE,Ti,0.36,5.49,5.13,False
QEZVUP,Zn,0.27,5.68,5.41,False
QIBQUR,Ti,1.99,2.27,0.28,True
QIBTUU,Ti,0.67,1.32,0.65,True
QIBVAC,Ti,0.5,5.64,5.14,False
QIBVUU,Hf,0.5,6.11,5.61,False
QIBWIJ,Hf,0.44,5.2,4.76,False
QIBXAB,Zn,0.79,1.59,0.8,True
QIBXEE,Cu,9.55,14.3,4.75,False
QIBXEF,Zn,4.62,4.8,0.18,True
QIBXIJ,Zn,0.93,4.79,3.86,False
QIBXOP,Zn,0.43,5.79,5.36,False
QIBYUZ,Zn,0.3,5.61,5.31,False
QIBZAG,Zn,0.22,1.27,1.05,False
QICBAI,Ir,6.38,6.47,0.09,True
QICCEN,Cu,0.36,5.89,5.53,False
QICLAR,Pd,4.71,6.75,2.04,False
QICLEV,Ru,5.53,5.64,0.11,True
QICLUL,Ru,5.78,6.36,0.58,True
QICQAX,Co,0.51,5.35,4.84,False
QICRIG,Cu,10.03,13.4,3.37,False
QICRUS,Cu,7.37,11.57,4.2,False
QICZOT,Ti,5.47,6.29,0.82,True
QIDKUM,Cu,0.66,0.67,0.01,True
QIDLAT,Cu,4.58,5.92,1.34,False
QIDLEX,Cu,4.88,6.26,1.38,False
QIDNUO,Co,4.89,6.1,1.21,False
QIDTUW,Zn,0.87,4.94,4.07,False
QIDWIK,Cu,0.38,4.85,4.47,False
QIDWOQ,Cu,0.39,4.86,4.47,False
QIDYOT,W,5.74,7.33,1.59,False
QIDZEK,Ru,5.38,5.75,0.37,True
QIFHIY,Ru,0.26,1.45,1.19,False
QIGPAA,Ta,0.42,1.38,0.96,True
QIGYOX,Cu,0.53,0.59,0.06,True
QIGZAK,Ir,0.77,1.0,0.23,True
QIHLAX,Cu,4.36,6.31,1.95,False
QIHNIH,Co,0.8,5.99,5.19,False
QIHNON,Co,0.83,5.86,5.03,False
QIHNUT,Co,0.85,5.97,5.12,False
QIHSAD,Cu,7.73,9.56,1.83,False
QIHYOY,Y,4.76,6.39,1.63,False
QIHZEM,V,5.09,5.93,0.84,True
QIHZOZ,La,5.29,9.45,4.16,False
QIJBUI,Fe,6.14,7.64,1.5,False
QIJDEV,Fe,0.57,5.82,5.25,False
QIJPUU,Zn,1.41,4.49,3.08,False
QIJROS,V,5.1,6.03,0.93,True
QIJSAD,Cu,0.41,5.34,4.93,False
QIJSAF,Cu,4.63,6.05,1.42,False
QIJXUE,Zn,0.69,1.82,1.13,False
QIKFEX,Zn,5.06,6.16,1.1,False
QIMQEM,W,0.22,0.62,0.4,True
QINVUE,Os,5.15,6.31,1.16,False
QINWAL,Os,5.44,6.42,0.98,True
QINWIT,Os,6.39,6.5,0.11,True
QINXAM,Ru,6.28,6.41,0.13,True
QINZOE,Fe,0.23,6.07,5.84,False
QINZUK,Fe,0.27,6.13,5.86,False
QINZUK01,Fe,0.28,6.14,5.86,False
QIPCOJ,Fe,4.95,5.74,0.79,True
QIPLOQ,Ir,5.73,5.98,0.25,True
QIPPAG,Mn,4.8,5.86,1.06,False
QIPQAK,Cu,10.78,6.51,4.27,False
QIPQOY,Cu,0.89,1.54,0.65,True
QIPRUF,Zn,4.85,5.97,1.12,False
QIPTOB,Cu,4.48,7.56,3.08,False
QIPVOC,Fe,0.57,0.62,0.05,True
QIPVOC01,Fe,4.13,6.26,2.13,False
QIPZOG,Cu,3.02,4.56,1.54,False
QIQHAC,Cu,0.54,4.49,3.95,False
QIQQEM,Y,8.9,14.44,5.54,False
QIRKOT,Zn,0.8,6.46,5.66,False
QIRMIN,W,5.98,6.05,0.07,True
QIRWIZ,Cr,0.37,5.71,5.34,False
QIRWOF,Cr,5.0,6.02,1.02,False
QIRWUL,Cr,5.5,6.4,0.9,True
QISMUA,Cu,0.64,6.57,5.93,False
QISNEP,Cu,6.58,10.45,3.87,False
QITBEA,Fe,0.82,5.38,4.56,False
QITGEF,Cu,0.39,6.22,5.83,False
QITREQ,Ti,0.23,0.94,0.71,True
QITTIY,Zn,4.01,5.39,1.38,False
QITTOE,Zn,0.51,0.95,0.44,True
QITVIA,Fe,0.49,1.15,0.66,True
QITVOG,Fe,0.46,5.4,4.94,False
QITWEY,Cu,0.31,6.2,5.89,False
QITWUO,Fe,4.8,5.82,1.02,False
QITYUN,Cu,0.48,2.02,1.54,False
QITZAU,Cu,4.76,6.4,1.64,False
QITZEY,Cu,0.85,1.34,0.49,True
QIVFOS,Cu,4.8,5.81,1.01,False
QIVMUE,V,0.31,6.03,5.72,False
QIVSOG,Mn,1.81,4.83,3.02,False
QIVYIE,Zr,5.42,9.5,4.08,False
QIVYOK,Cu,11.87,8.37,3.5,False
QIWCOO,Fe,0.45,0.93,0.48,True
QIWCUU,Ni,0.36,3.84,3.48,False
QIWDAF,Cr,0.85,5.82,4.97,False
QIWKUD,Co,6.67,10.04,3.37,False
QIWNAN,Cu,4.76,6.11,1.35,False
QIWNOD,Cu,4.18,6.29,2.11,False
QIWWAY,Y,0.23,4.67,4.44,False
QIXCOR,Fe,0.65,6.39,5.74,False
QIXDAE,Fe,0.55,5.0,4.45,False
QIXDIM,Fe,0.99,7.17,6.18,False
QIXJEN,Mn,0.59,0.89,0.3,True
QIXLIV,Cu,0.53,4.52,3.99,False
QIXQEU,Co,6.88,9.58,2.7,False
QIXQIZ,Ru,5.99,6.12,0.13,True
QIXSAU,Hg,2.34,4.29,1.95,False
QIXSEY,Cd,1.69,1.91,0.22,True
QIXSEY01,Cd,4.73,6.65,1.92,False
QIXSEY02,Cd,1.68,1.87,0.19,True
QIYDUZ,Cu,4.88,6.9,2.02,False
QIYQEU,Cu,0.41,1.0,0.59,True
QIYQEU01,Cu,5.08,5.81,0.73,True
QIYQIY,Cu,5.27,6.11,0.84,True
QIYROF,Re,0.5,5.23,4.73,False
QIZBOS,Cu,5.52,6.24,0.72,True
QIZCAF,Fe,4.94,6.29,1.35,False
QIZCEJ,Cu,5.01,6.54,1.53,False
QIZJER,Cu,1.29,5.24,3.95,False
QIZRUN,Sc,4.76,6.4,1.64,False
QIZVUU,Zn,4.63,8.44,3.81,False
QIZWAB,Zn,8.45,8.74,0.29,True
QIZXIJ,V,0.33,1.43,1.1,False
QOBQED01,Cu,6.66,4.51,2.15,False
QOBQED02,Cu,6.68,7.42,0.74,True
QOBRIK,Fe,5.68,5.8,0.12,True
QOBRUW,Fe,5.86,5.95,0.09,True
QOBVIP,Ti,1.79,5.78,3.99,False
QOBWEM,Ti,4.39,6.67,2.28,False
QOBWEN,Fe,0.55,6.38,5.83,False
QOBWIQ,Ti,0.55,0.79,0.24,True
QOBZUE,Fe,5.02,5.96,0.94,True
QOCDES,Fe,7.03,8.09,1.06,False
QOCDOC,Fe,0.53,6.34,5.81,False
QOCDUI01,Fe,4.52,5.3,0.78,True
QOCVOU,V,0.72,5.58,4.86,False
QOCVUA,V,0.72,6.21,5.49,False
QOCXOV,Zn,0.89,5.87,4.98,False
QODDAP,Zn,0.69,5.5,4.81,False
QODFEU,Ti,0.22,5.54,5.32,False
QODMAY,Ru,5.39,5.98,0.59,True
QODMOM,Ru,4.92,5.73,0.81,True
QODPUU,Re,0.04,1.0,0.96,True
QOFXOZ,Cu,0.37,6.91,6.54,False
QOGDIB,Co,5.11,6.37,1.26,False
QOHDUO,V,0.29,0.71,0.42,True
QOHLUV,V,4.71,5.5,0.79,True
QOHMAB,Nb,0.16,1.12,0.96,True
QOHROY,Co,0.42,1.52,1.1,False
QOHSAL,Co,0.5,1.18,0.68,True
QOHSEP,Co,0.52,6.29,5.77,False
QOHTIQ,Ir,0.35,1.64,1.29,False
QOHTUG,Fe,4.96,5.78,0.82,True
QOHVES,Fe,5.1,6.07,0.97,True
QOHXOC,V,0.2,5.77,5.57,False
QOJBOG,Os,5.06,5.2,0.14,True
QOJCUN,Os,0.68,6.31,5.63,False
QOJDAU,Os,6.15,6.37,0.22,True
QOJLUW,Mo,0.18,5.76,5.58,False
QOJVUI,Cu,1.6,6.25,4.65,False
QOKJEG,Y,0.28,1.24,0.96,True
QOKJOR,Ag,3.18,7.0,3.82,False
QOKWIW,Cd,0.36,1.43,1.07,False
QOLDIF,Zn,0.28,0.95,0.67,True
QOLGII,Cu,4.96,6.24,1.28,False
QOLHAA,Cu,0.15,0.91,0.76,True
QOLJAD,Cu,5.22,6.46,1.24,False
QOLKOS,Cu,3.73,5.01,1.28,False
QOLMEK,Zn,4.93,6.02,1.09,False
QOLPAI,Ti,0.23,4.88,4.65,False
QOLPEM,Ti,1.5,6.55,5.05,False
QOLROA,Cu,5.01,6.31,1.3,False
QOLWUJ,Zn,0.03,1.08,1.05,False
QOLYAT,Fe,6.5,12.71,6.21,False
QOLYEV,Ru,0.01,1.13,1.12,False
QOLYIB,Fe,11.37,14.34,2.97,False
QOMLOU,Ni,0.29,5.63,5.34,False
QOMMIQ,Cu,4.92,6.08,1.16,False
QOMROB,Ti,0.15,5.58,5.43,False
QONHIK,Ta,5.02,5.83,0.81,True
QONSUI,Ru,0.88,4.89,4.01,False
QOPHAE,Cu,11.76,10.73,1.03,False
QOPNOA,Zn,0.26,0.81,0.55,True
QOPSAR,Ru,5.83,5.89,0.06,True
QOPSEV,Ru,0.77,1.4,0.63,True
QOPVAV,Fe,4.88,6.17,1.29,False
QOPVEZ,Fe,5.3,6.12,0.82,True
QOPXAU,Nb,0.25,5.62,5.37,False
QOQXAW,V,5.04,5.49,0.45,True
QORDUY,Fe,0.74,5.08,4.34,False
QORFAF,Ta,0.34,5.69,5.35,False
QORFAG,Fe,3.73,4.14,0.41,True
QORFEI,Zn,0.26,4.06,3.8,False
QORFOU,Fe,6.79,7.47,0.68,True
QORLAN,Cu,0.6,5.31,4.71,False
QORLEO,Zn,0.3,5.52,5.22,False
QORLIS,Zn,0.26,5.97,5.71,False
QORLOY,Zn,0.21,5.79,5.58,False
QORPIX,Cu,0.6,5.57,4.97,False
QOSFUB,Cu,4.93,5.86,0.93,True
QOSGAI,Cu,4.84,5.24,0.4,True
QOSGIQ,Cu,0.68,0.84,0.16,True
QOSGOW,Cu,4.99,5.82,0.83,True
QOSJEN,Zr,12.7,8.98,3.72,False
QOSKEO,Cu,11.62,13.41,1.79,False
QOSMAN,Ru,5.93,6.0,0.07,True
QOSMER,Ru,0.18,1.77,1.59,False
QOSMIV,Ru,5.58,6.07,0.49,True
QOSSAU,Cu,4.5,5.66,1.16,False
QOTBUW,Mo,4.45,5.32,0.87,True
QOTHIU,Co,7.83,11.08,3.25,False
QOTKIU,Cu,0.33,0.55,0.22,True
QOTKIU01,Cu,0.32,0.54,0.22,True
QOTQUO,Ir,0.39,1.63,1.24,False
QOTSEY,V,6.97,12.04,5.07,False
QOTWIG,Cu,4.81,5.9,1.09,False
QOTXOO,Fe,0.43,0.81,0.38,True
QOTYUV,Co,4.97,5.85,0.88,True
QOVCAI,Cu,0.41,0.7,0.29,True
QOVCEM,Cu,4.79,6.23,1.44,False
QOVCOW,Cu,0.72,1.12,0.4,True
QOVGOA,Cu,3.47,6.61,3.14,False
QOVGUG,Ru,5.02,6.57,1.55,False
QOVHAN,Ru,6.37,6.41,0.04,True
QOVKIW,Fe,5.16,5.78,0.62,True
QOVKIW01,Fe,0.21,0.73,0.52,True
QOVKIW02,Fe,0.33,0.66,0.33,True
QOVKIW03,Fe,0.4,0.65,0.25,True
QOVKIW04,Fe,0.03,1.05,1.02,False
QOVKIW05,Fe,0.06,0.89,0.83,True
QOVKIW06,Fe,4.87,5.7,0.83,True
QOVKIW07,Fe,0.3,0.72,0.42,True
QOVNEV,Ni,6.07,6.55,0.48,True
QOVPAW,Ir,6.87,11.15,4.28,False
QOWFEO,Cu,0.57,5.73,5.16,False
QOWFER,Cu,0.42,6.49,6.07,False
QOWFIV,Cu,0.35,0.61,0.26,True
QOWGOA,Ru,5.28,6.5,1.22,False
QOWHAN,Ru,5.96,7.6,1.64,False
QOWLEX,Zn,8.57,8.96,0.39,True
QOWLIB,Zn,8.53,5.79,2.74,False
QOWLOH,Zn,11.96,15.23,3.27,False
QOWMIC,Zn,9.92,14.89,4.97,False
QOXBEO,Zn,12.41,8.38,4.03,False
QOXGOB,Cu,5.83,7.45,1.62,False
QOXREB,Zn,4.77,5.73,0.96,True
QOXVAA,Zn,0.43,0.73,0.3,True
QOXVIK,Fe,0.28,4.86,4.58,False
QOXYEH,Ir,4.82,5.49,0.67,True
QOXZOV,Cu,0.86,1.38,0.52,True
QOYFEQ,Ni,1.05,1.21,0.16,True
QOYHAP,Ru,1.07,6.18,5.11,False
QOYNUR,Cu,4.87,10.03,5.16,False
QOYSAB,Fe,4.03,5.31,1.28,False
QOYYIM,W,3.4,5.07,1.67,False
QOYYOS,Mo,4.56,5.4,0.84,True
QOYYUY,W,2.27,3.04,0.77,True
QOYZAF,W,3.71,4.51,0.8,True
QOYZIN,Cu,1.25,4.28,3.03,False
QOYZUC,Zn,0.73,1.27,0.54,True
QOZXOV,Fe,0.8,1.05,0.25,True
QUBQOX,Cu,5.01,5.78,0.77,True
QUBVOC,Ru,5.51,5.57,0.06,True
QUCBIA,Co,4.32,8.11,3.79,False
QUCBIB,Ru,0.82,1.72,0.9,True
QUCCOH,Cu,5.6,11.01,5.41,False
QUCFIE,Cu,7.45,12.84,5.39,False
QUCJOP,Ni,5.39,6.54,1.15,False
QUCMAF,Cu,0.29,5.36,5.07,False
QUCROY,Cu,4.68,5.27,0.59,True
QUCSOZ,Cu,8.62,10.11,1.49,False
QUDKOT,Cu,8.25,10.32,2.07,False
QUDPEK,Fe,13.38,9.18,4.2,False
QUDWIV,Y,0.38,3.73,3.35,False
QUDZOE,W,5.49,5.76,0.27,True
QUFJAD,Cu,10.18,12.74,2.56,False
QUFJEH,Cu,7.88,9.68,1.8,False
QUFJEH01,Cu,10.39,9.13,1.26,False
QUFKOU,Cu,0.6,6.61,6.01,False
QUFTET,Co,0.55,5.8,5.25,False
QUGBUP,Nb,5.52,6.06,0.54,True
QUGBUR,Fe,0.99,1.89,0.9,True
QUGCAW,Nb,1.51,5.2,3.69,False
QUGCEA,Ta,5.58,6.06,0.48,True
QUGCIE,Ta,6.82,8.8,1.98,False
QUGCOK,Ta,0.63,6.01,5.38,False
