refcode,metal,oxidation_state,d_count,metal_row,donor_set,S_Oh,S_TPr,JT_proxy,L0_hash,L1_hash,L3_hash
WIGFUN10,W,,,6,,6.6900,9.4900,6.6900,265990729090,489661825329,811363732971
WIGGIC,Re,,,6,"Br,C,N",6.1400,6.9400,6.1400,453008623675,824715126541,123005668386
WIGJIF,Mo,,,5,,3.3800,4.0500,3.3800,456088298125,49052818081,13760261178
WIGJOP,Mn,,,4,"N,O",0.3800,5.9400,0.3800,76446203241,942488512739,743361988216
WIGKUT,W,,,6,C,3.8100,8.8800,3.8100,543960824838,696602723901,252496762096
WIGLEE,Ni,+2,d8,4,"N,S",4.8200,5.2800,4.8200,932447657446,616085463109,970641781961
WIGLII,Ni,+2,d8,4,N,6.8700,7.0900,6.8700,263455289658,268499039854,701869733481
WIGLOO,Ni,+2,d8,4,N,4.5500,8.7200,4.5500,91647411687,839517080549,701869733481
WIGPOR,Fe,+2,d6,4,N,4.5200,8.5900,4.5200,132504417707,894854430912,369204909845
WIGPOU,Mn,,,4,"C,N",3.7400,8.5100,3.7400,422193531814,851436435373,993327309858
WIGPUX,Ni,+2,d8,4,N,4.0800,7.3000,4.0800,649641629867,312466591364,284614611486
WIGRAF,Mn,,,4,,3.5800,7.6600,3.5800,319573525139,217341191243,474172705675
WIGSOV,Ni,+2,d8,4,N,4.1100,8.2700,4.1100,860474327066,491875150702,42947794931
WIGWIT,Ti,,,4,O,3.7300,3.7900,3.7300,122493240532,514905759958,959092589159
WIGZOB,Cu,+2,d9,4,N,0.6000,7.0600,0.6000,79001374375,466027621341,45452355575
WIHDIB,Ni,+2,d8,4,"N,O",0.2200,6.7000,0.2200,470020668620,325923340564,123837915749
WIHJUT,Ir,,,6,"C,N,O",4.1000,8.0800,4.1000,598608016793,923777382879,435259067027
WIHKAA,Ni,+2,d8,4,"N,O",0.2000,5.3700,0.2000,404120565256,895001539541,280118523959
WIHKOO,Ni,+2,d8,4,"N,O",0.1300,6.4000,0.1300,225487794535,483697996028,872250124510
WIHLAC,Cu,+2,d9,4,O,0.3200,6.1200,0.3200,456494922012,114411594745,604407566156
WIHMOQ,Cd,,,5,"Cl,N,O",0.1500,6.0000,0.1500,494434674733,636371704337,185135663593
WIHNUY,Co,+3,d6,4,"N,O",4.1500,8.2900,4.1500,651304556351,475435710672,96437004979
WIHPAF,Zn,+2,d10,4,O,5.4500,8.6700,5.4500,912815577263,386109373653,490265983703
WIHPEJ,Ni,+2,d8,4,N,5.2100,5.3500,5.2100,459893380841,277994532896,854862369417
WIHPEJ01,Ni,+2,d8,4,N,3.9700,5.4700,3.9700,173259767897,538139175475,854862369417
WIHPUZ,Ir,,,6,"C,N,S",5.4200,7.0300,5.4200,326066799043,305891722540,402589798160
WIHQOU,Co,+3,d6,4,"N,O",0.0800,5.9500,0.0800,413200538124,55060383329,118362968066
WIHQUA,Nb,,,5,"F,O",3.8300,8.7500,3.8300,61282873876,627198760243,926100459105
WIHTAI,Mo,,,5,C,5.8600,7.2900,5.8600,696108744947,763917277491,26729338462
WIHTEN,Mn,,,4,O,3.4000,8.6200,3.4000,458390551852,346959077613,973686782870
WIHTIQ,Re,,,6,"C,N,P",3.8300,4.2800,3.8300,290265449280,16098524193,678913169245
WIHVAO,Fe,+2,d6,4,"N,O",5.8400,13.5100,5.8400,43773469733,851684106902,945679572592
WIHVEQ,Zr,,,5,"N,O",3.9700,8.5900,3.9700,967206129926,37405046731,404067046944
WIHVIU,Ti,,,4,"Cl,N",4.5600,7.8300,4.5600,772681029382,870656202739,189445950933
WIHVOA,Ti,,,4,"Cl,N,O",4.0300,5.8500,4.0300,775421436812,636702373313,72605153598
WIHXIU,Ni,+2,d8,4,"N,O",6.5500,12.7700,6.5500,228703546087,245425132615,538282172064
WIHYIW,Os,,,6,"O,S",4.0800,8.9800,4.0800,328808310997,376019077485,528670240964
WIHYOC,Os,,,6,"Cl,S",0.2000,5.3900,0.2000,456546228968,63814210830,72036394971
WIHYUI,Os,,,6,"O,S",0.6500,5.6800,0.6500,789366110666,977806474308,92544940096
WIHZAP,Os,,,6,"N,S",5.3400,6.8900,5.3400,50913617758,603918489674,901973497437
WIHZIX,Fe,+2,d6,4,"Cl,N",0.4500,6.7700,0.4500,702803626634,734303799325,821920396025
WIJBAT,Re,,,6,"Br,C,N",6.1200,8.0600,6.1200,336727179167,313709971166,728627874718
WIJCUP,Ir,,,6,"C,N,O",5.8100,8.7700,5.8100,328095877206,166533687957,194203437473
WIJGEC,Hg,,,6,"N,S",5.4900,7.8000,5.4900,180166115186,218523830482,35409577263
WIJGOM,Cu,+2,d9,4,"N,O",0.6600,6.2800,0.6600,464534314839,557039209,491777931543
WIJGUS,Cu,+2,d9,4,"N,O",4.3100,6.3100,4.3100,305614816830,730200296036,720596296899
WIJHAZ,Cu,+2,d9,4,"N,O",0.6100,6.0900,0.6100,369678602353,452180651774,24666548323
WIJHED,Cu,+2,d9,4,"N,O",6.3500,6.7500,6.3500,886214439894,215648077451,382686739427
WIJJAB,Ni,+2,d8,4,N,0.2400,5.1400,0.2400,380212047461,537695554794,233638017481
WIJJAB01,Ni,+2,d8,4,N,0.2300,5.1200,0.2300,123664286124,537695554794,233638017481
WIJJUY,Cu,+2,d9,4,O,1.0500,6.7400,1.0500,63255980634,394348639941,874111080548
WIJLAE,Fe,+2,d6,4,N,0.4400,6.8500,0.4400,606834800635,961735399373,817197226124
WIJLAF,Mo,,,5,"N,O",7.5600,8.3800,7.5600,325108970898,468197565269,486972987314
WIJLEI,Fe,+2,d6,4,N,0.4300,6.8000,0.4300,194377102298,961735399373,817197226124
WIJQOV,Ni,+2,d8,4,N,4.1000,5.9800,4.1000,756232516995,642803681551,609318439009
WIJQUB,Ni,+2,d8,4,N,5.5400,5.8100,5.5400,945673983140,972011203350,609318439009
WIJSOY,Pt,+4,d6,6,"Br,C,P",3.9600,6.3000,3.9600,461612851544,455429185762,528818544389
WIJTUH,Co,+3,d6,4,N,4.5500,5.5900,4.5500,345854998439,213770200578,92964581666
WIJVIX,Ni,+2,d8,4,N,6.8300,6.9000,6.8300,257481806168,141965108709,462985947150
WIJWAO,Zn,+2,d10,4,"N,O",4.7000,6.5100,4.7000,935205399285,963010129985,341073942552
WIKFIJ,Mn,,,4,N,3.8900,6.4800,3.8900,249804162334,394467593502,227151145300
WIKGIH,Ni,+2,d8,4,"N,O",3.9400,5.2100,3.9400,425424041410,119616972351,688507938960
WIKGON,Ni,+2,d8,4,"N,O",6.2500,7.4100,6.2500,235807617517,603053510461,404015434314
WIKJAD,Fe,+2,d6,4,"N,O",0.0700,6.0700,0.0700,905693859762,146664051591,740944307361
WIKJEG,Ir,,,6,"C,N,O",4.3300,8.2600,4.3300,914186710695,741206657489,418104764536
WIKJEG01,Ir,,,6,"C,N,O",4.7800,5.3900,4.7800,4690975967,279940717703,418104764536
WIKJEH,V,,,4,O,5.3500,12.9300,5.3500,971011045267,118594613935,540952693432
WIKJOR,V,,,4,"N,O",3.8400,9.1000,3.8400,209419147211,961230021561,133198577416
WIKJUX,V,,,4,O,5.1700,6.7400,5.1700,658310235178,68247099199,153111852156
WIKMUZ,Co,+3,d6,4,"N,O",5.7100,6.2200,5.7100,559707077930,570953151230,895948366956
WIKNAG,Co,+3,d6,4,"N,O",4.2400,7.6300,4.2400,398823555090,666635592780,257476607160
WIKNEK,Co,+3,d6,4,"N,O",6.2000,6.5600,6.2000,513731155877,31519258504,993907334279
WIKNUA,Cu,+2,d9,4,N,4.7900,9.6400,4.7900,362278659326,337649934564,710589339965
WIKNUA01,Cu,+2,d9,4,N,7.5500,7.6500,7.5500,558821339861,928310900531,710589339965
WIKPAI,Fe,+2,d6,4,N,5.6600,5.9900,5.6600,958470605477,7417717674,311105959728
WIKPIQ,Ni,+2,d8,4,N,2.8100,5.4400,2.8100,446957030201,636357405885,211583572028
WIKPOW,Cd,,,5,,5.3100,7.4300,5.3100,219971770137,259154658576,361657593282
WIKPUC,Cu,+2,d9,4,N,4.4000,9.1100,4.4000,444698816788,596542916636,223605767786
WIKQEP,Cd,,,5,N,6.3500,8.1400,6.3500,698973290157,876551102429,620887178130
WIKQIT,Cd,,,5,N,7.6300,9.5100,7.6300,843503738510,76043880869,479961606502
WIKQOZ,Cd,,,5,N,4.8200,6.7000,4.8200,820111842783,351851800247,895023960348
WIKTOB,Cr,,,4,C,3.8700,5.4800,3.8700,139135345884,740936889543,899747037480
WIKZEW,Ir,,,6,C,5.0800,6.1600,5.0800,388096804831,208266118724,953720406587
WIKZOI,Zn,+2,d10,4,O,0.0500,5.8600,0.0500,907546478075,647556114542,740491405287
WILBAV,W,,,6,"C,P",4.2600,8.9100,4.2600,736433245971,685964452524,423517046150
WILCOL,Re,,,6,"C,N,S",4.2900,4.7500,4.2900,560447723571,914288929233,101068833174
WILDUQ,W,,,6,"C,N,P",6.4000,7.3000,6.4000,108824352473,820011419966,327590164476
WILFEF,Co,+3,d6,4,"N,O",0.0300,5.5300,0.0300,284979185134,304369497883,295379597928
WILFIJ,Ru,+2,d6,5,"Cl,N,P",5.7600,7.5600,5.7600,794462502609,983237908482,710767654037
WILFOP,Re,,,6,"Br,C,N",4.1200,6.2600,4.1200,99542495796,87305574445,940679757485
WILJOQ,W,,,6,"C,N,P",6.3700,7.1200,6.3700,138644396871,533106580380,332001471711
WILKAH,Ir,,,6,"C,N",2.8000,3.6400,2.8000,40875568725,247554451157,831784420575
WILLUB,Fe,+2,d6,4,C,0.0000,5.6800,0.0000,671683124891,641433734916,281740635813
WILMAI,Fe,+2,d6,4,C,0.0400,5.8900,0.0400,430280943310,641433734916,281740635813
WILMOU,Ru,+2,d6,5,N,4.3100,8.2800,4.3100,652551312417,398587439996,634185640473
WILMOW,Fe,+2,d6,4,C,0.0100,5.4800,0.0100,989690730913,641433734916,281740635813
WILNAJ,Fe,+2,d6,4,C,0.0100,5.8500,0.0100,911492340585,641433734916,281740635813
WILPIQ,W,,,6,"C,N,P",6.5900,8.0700,6.5900,427256804996,637753091486,428590729108
WILTUJ,Zn,+2,d10,4,N,4.7500,5.2300,4.7500,89416516074,452384881839,502484718401
WILXEV,Ti,,,4,N,5.2100,7.3300,5.2100,913099381390,467348098400,584629261992
WILZAV,Ir,,,6,"C,N",5.2900,6.5000,5.2900,456438979723,50250086262,928866790272
WILZEZ,Ir,,,6,"C,N",3.1000,5.2500,3.1000,9424847630,290937348025,359465623672
WIMHIK,Co,+3,d6,4,N,0.0100,5.5000,0.0100,770810781882,32584203118,847390194926
WIMJIM,Ru,+2,d6,5,N,4.1400,4.4000,4.1400,962752523864,788345575168,276532843939
WIMJUY,Re,,,6,"C,Cl,N",3.8700,6.6700,3.8700,282453331392,156845518577,525653780967
WIMKEJ,Re,,,6,"C,Cl,N",3.4800,8.0300,3.4800,165687716583,763502062677,160709663579
WIMMIQ,Ru,+2,d6,5,N,0.1800,6.3600,0.1800,292842579143,936376450357,143904646626
WIMNIR,Cr,,,4,"Cl,N,P",4.3500,8.5800,4.3500,621975488476,753067874786,152760031033
WIMQOA,Co,+3,d6,4,"N,O",0.0700,5.7300,0.0700,270115989803,502255706615,325206373746
WIMQOA01,Co,+3,d6,4,"N,O",0.0700,6.2800,0.0700,32369515687,502255706615,325206373746
WIMQOA02,Co,+3,d6,4,"N,O",0.0800,5.6300,0.0800,112662967668,502255706615,325206373746
WIMROZ,Ti,,,4,,4.2700,6.7900,4.2700,633839865687,937563113698,842472008584
WIMTIW,Zn,+2,d10,4,N,6.0900,7.1700,6.0900,799682120776,887354214990,10363981297
WIMVIY,Cu,+2,d9,4,"N,O",0.9400,6.4300,0.9400,909057425691,416883800855,49889911301
WIMWOF,Ni,+2,d8,4,"N,S",4.2300,8.3600,4.2300,833831631186,218594987992,211135970915
WIMXIA,Zn,+2,d10,4,"N,O",0.0200,5.6900,0.0200,842390731349,678055881456,81063760034
WIMXOG,Mn,,,4,O,0.0300,5.6800,0.0300,359052503809,781737000765,441805420695
WINBAX,Ni,+2,d8,4,"N,O",0.1000,5.7700,0.1000,530879227031,685811300170,219321822410
WINBAY,Ti,,,4,,4.3200,6.1300,4.3200,966083872383,205203360651,404237898985
WINCUS,Zn,+2,d10,4,"N,O",4.1500,7.0500,4.1500,220422646728,3989039123,207159582983
WINDII,Cu,+2,d9,4,"N,O",0.8800,6.9000,0.8800,239719667922,857798079546,839544897408
WINMEN,Cu,+2,d9,4,"Br,N,O",2.6900,8.1300,2.6900,873742863345,35659890940,121630578452
WINNAK,Ni,+2,d8,4,N,0.4100,5.9100,0.4100,514864873934,127072885454,588242599256
WIPBIK,Ni,+2,d8,4,"N,O",5.1200,12.9000,5.1200,152947533414,441513153816,159315779006
WIPBOQ,Co,+3,d6,4,"N,O",4.0700,6.7200,4.0700,295318016572,306103402332,386795739977
WIPFIL,Ni,+2,d8,4,"N,O",6.0700,6.8800,6.0700,32213457597,258148848033,652410481060
WIPJOY,Fe,+2,d6,4,"C,N",5.9400,6.7600,5.9400,205412422051,96631931249,181695871759
WIPLEM01,Ru,+2,d6,5,"Cl,N,S",3.6700,8.4500,3.6700,118316292805,329750837981,117264250290
WIPQIV,Co,+3,d6,4,"N,O",3.7500,6.6200,3.7500,398559506697,633652266575,553552623877
WIPROF,Cd,,,5,,4.4600,4.6600,4.4600,946185747975,625769075033,217589206022
WIPRUL,Cd,,,5,,4.3200,10.5700,4.3200,135451976751,5732913506,53843362374
WIPXOL,Ir,,,6,"C,N",4.4900,6.3500,4.4900,403308256088,302473031114,799429849251
WIPXUR,Ir,,,6,"C,N",4.9100,6.8900,4.9100,101625967275,816543592452,384569158840
WIQCOQ,Mo,,,5,O,5.6900,7.4600,5.6900,924492197174,112050602334,188478724677
WIQFUZ,Mo,,,5,O,6.5000,7.0700,6.5000,448967051920,489027807684,141635626275
WIQGAG,Mo,,,5,O,3.8100,6.1400,3.8100,451251437194,701864433293,713797200317
WIQGEL,Ni,+2,d8,4,"N,O",5.0900,5.7200,5.0900,586393927565,959881310732,715970215525
WIQMEQ,Mo,,,5,"N,O",4.0000,7.1100,4.0000,827242830796,579124607669,855044158926
WIQMIW,Cd,,,5,"Cl,N",0.5200,6.6800,0.5200,225909017238,414166149723,357984487270
WIQMOA,V,,,4,O,6.0600,6.3300,6.0600,885564682788,87896135071,325359142966
WIQQAS,Ir,,,6,"C,N,O",5.4800,7.7000,5.4800,647313684516,455477364956,423638698419
WIQQEW,Ir,,,6,"C,N",3.5200,8.0400,3.5200,654625488921,450966697803,642720114582
WIQQIA,Y,,,5,,6.3300,8.8700,6.3300,437764416150,459657279264,631579549703
WIQRAR,Cu,+2,d9,4,"N,O",6.5300,7.1400,6.5300,410388059888,763652161746,556292466050
WIQREV,Cu,+2,d9,4,"N,O",4.2900,4.9700,4.2900,780722670653,946611842941,917668422366
WIQSUO,Ir,,,6,"C,N",5.8400,6.3200,5.8400,116924704566,427537483861,365303979793
WIQVUP,Ru,+2,d6,5,N,4.9900,13.5900,4.9900,753212981120,220471922350,519442792818
WIRFAE,Co,+3,d6,4,"N,O",0.2900,5.1200,0.2900,387149856896,563424846084,538909629221
WIRFAE01,Co,+3,d6,4,"N,O",0.2900,6.6800,0.2900,588248358428,120638830408,538909629221
WIRFAE02,Co,+3,d6,4,"N,O",0.2900,5.2900,0.2900,305692301245,120638830408,538909629221
WIRFAE03,Co,+3,d6,4,"N,O",0.2800,5.2600,0.2800,873368576792,563424846084,538909629221
WIRGEJ,Co,+3,d6,4,N,3.8700,5.8500,3.8700,950258177159,654872937607,574679163330
WIRHIO,Ru,+2,d6,5,"Cl,P",0.1600,5.9500,0.1600,727093570224,440333267357,599516369466
WIRHUA,Pt,+4,d6,6,"I,N",4.1700,9.0500,4.1700,571102975442,37655815122,712369210907
WIRKEN,Cd,,,5,,5.6100,8.0500,5.6100,650987178063,299983836755,122757320393
WIRKEN01,Cd,,,5,,5.6200,8.0300,5.6200,404066438923,299983836755,122757320393
WIRLOY,Cu,+2,d9,4,N,6.4000,6.7100,6.4000,290792812103,874051292739,216250288602
WIRLOY01,Cu,+2,d9,4,N,3.9300,7.9000,3.9300,658377295029,104935898676,216250288602
WIRRIA,Pt,+4,d6,6,"Cl,N,O",3.7100,4.5600,3.7100,721598846886,574715895045,408468864992
WIRROG,Pt,+4,d6,6,"Cl,N,O",5.6500,7.1100,5.6500,254290947888,972981168202,554142139877
WIRRUN,W,,,6,"Cl,N,O",5.8300,5.8600,5.8300,518090216336,402219639049,17511493917
WIRSAT,Pt,+4,d6,6,"Cl,N,O",4.6600,5.6400,4.6600,257949840615,971965957198,361362809919
WIRVAX,W,,,6,,4.2200,4.5700,4.2200,640940705918,224506283487,83869854609
WIRVIF,W,,,6,,4.3400,9.6300,4.3400,791679348218,591408132804,307072423246
WIRVOL,W,,,6,,4.2600,5.8200,4.2600,840793893486,799960294678,408619483095
WIRVUR,W,,,6,,0.3300,6.3200,0.3300,517356221177,998350304545,600887404779
WIRWEC,W,,,6,,0.3400,5.5900,0.3400,581128370122,922538544546,275460533177
WIRWIG,W,,,6,,5.9800,7.0500,5.9800,13939524250,321544770079,959074241990
WIRWOM,W,,,6,,6.1900,7.3300,6.1900,67909857159,635881054952,890479581639
WIRWUS,W,,,6,,6.2400,6.4100,6.2400,559751785709,906499322574,674820300356
WIRXAZ,Cr,,,4,"C,P",5.8400,7.4900,5.8400,976208792718,607908921741,81308895046
WISHEN,Mo,,,5,O,4.0100,7.4000,4.0100,799564166637,173916003065,631366906788
WISHUE,Fe,+2,d6,4,"Cl,S",0.7400,6.2200,0.7400,424836606650,142567878197,426232682136
WISKUG,Ti,,,4,N,4.5000,4.5000,4.5000,207872063967,323050739113,404237898985
WISQEX,Ru,+2,d6,5,"C,Cl,N",4.0000,4.0400,4.0000,217286837529,290405134325,734562839658
WISTUQ,Rh,+3,d6,5,"Cl,N",3.7700,5.8200,3.7700,248289124929,534812790753,449076234707
WITBEJ,Fe,+2,d6,4,"Cl,N",4.8200,7.5300,4.8200,188652551947,102178530238,433048056370
WITFAJ,V,,,4,"N,O",6.4500,13.0200,6.4500,41496312595,337880935349,730323001282
WITFEN,V,,,4,N,5.0700,5.6900,5.0700,4197902584,343786262833,824419071201
WITGOY,Cu,+2,d9,4,"N,O",0.5000,6.2800,0.5000,370733354427,736083447390,821372812289
WITGUE,Ni,+2,d8,4,"N,O",3.5500,8.6200,3.5500,60377441448,33956016075,58555793816
WITHAL,Co,+3,d6,4,"N,O",5.7600,13.0300,5.7600,558687715979,368922638814,183659871469
WITHIT,Co,+3,d6,4,"N,O",0.0400,5.4900,0.0400,709177813472,412619203404,724050973992
WITLIU,Co,+3,d6,4,O,5.1800,5.6800,5.1800,122592098003,581938393106,94890126516
WITNEU,Mn,,,4,O,3.9300,5.5900,3.9300,598980291872,934366000089,441805420695
WITQAR,Mn,,,4,O,0.0200,5.5400,0.0200,916274455771,443551445002,277976555240
WITQEV,Fe,+2,d6,4,O,3.3200,3.7800,3.3200,385222807754,259428630578,754931302136
WITSUP,Mn,,,4,"N,O",4.0800,5.9900,4.0800,87380728288,387136358078,971904296966
WITZOR,V,,,4,"N,O",3.8700,8.6600,3.8700,858490655940,390413139774,631365006229
WIVCUC,Rh,+3,d6,5,"Cl,N",6.5000,7.2500,6.5000,141176345322,61652784170,422354181482
WIVDAJ,Fe,+2,d6,4,"Cl,N",4.3100,5.7700,4.3100,466207233408,614328067898,126604717094
WIVDEO,Ni,+2,d8,4,"N,O",0.0600,6.0000,0.0600,784992647622,467944080955,923574878761
WIVDEO01,Ni,+2,d8,4,"N,O",0.0600,6.0000,0.0600,784992647622,467944080955,923574878761
WIVDUB,Mn,,,4,"F,N,O",6.6000,12.9200,6.6000,827829895629,933285329307,787675494657
WIVFAJ,Mn,,,4,"F,N,O",6.4900,7.1400,6.4900,501899851670,873191042024,787675494657
WIVFAJ01,Mn,,,4,"F,N,O",6.5100,7.1400,6.5100,537557625795,873191042024,787675494657
WIVGUF,Ru,+2,d6,5,"Cl,N,P",3.9600,5.1400,3.9600,547031917844,240351998217,353338326813
WIVLUM01,Fe,+2,d6,4,"N,O",4.0500,4.2900,4.0500,540372215726,133333717755,232801859753
WIVPAS,Re,,,6,O,5.2100,6.6600,5.2100,666468019975,414363508002,123648902667
WIVPEW,Re,,,6,O,4.2300,5.3100,4.2300,556355028176,528744947297,739424758995
WIVQAW,Cu,+2,d9,4,"N,O",0.5900,6.5700,0.5900,811950287040,623339289525,181503520674
WIVTOM,Ru,+2,d6,5,"N,O",0.2800,6.3300,0.2800,532856431341,851307963178,943974338096
WIVZIL,Mn,,,4,"N,O",7.2300,8.5900,7.2300,401996287919,658841383479,84781526561
WIVZIM,Co,+3,d6,4,O,0.0300,5.6000,0.0300,530531802951,753518210119,105376341412
WIVZOR,Co,+3,d6,4,"N,O",4.1300,8.1900,4.1300,902056166248,913928905351,859691548315
WIVZUX,Ni,+2,d8,4,"N,O",6.3600,12.8800,6.3600,783918812260,387992944725,7779250576
WIWBEK,Fe,+2,d6,4,"N,O",0.1200,6.0800,0.1200,266609060959,132408448200,984815189808
WIWBIO,Co,+3,d6,4,"N,O",0.1100,6.0800,0.1100,280914570241,844959842274,90020930675
WIWBOU,Ni,+2,d8,4,"N,O",0.1000,5.1300,0.1000,28087681752,220629722936,699829407173
WIWCEK,W,,,6,C,6.1700,8.3200,6.1700,746766274854,208543463282,966876540486
WIWDEL,W,,,6,C,6.4300,12.7500,6.4300,125256282282,227826704932,573695771365
WIWDIP,W,,,6,C,5.9600,6.8300,5.9600,942008135219,862530332080,774651010834
WIWGEO,Mo,,,5,"C,N",5.7800,5.8000,5.7800,109361667587,857265799906,592267155090
WIWGIS,W,,,6,"C,N",4.0000,8.7000,4.0000,315579645504,126924680105,320824745437
WIWLAS,Ti,,,4,"C,Cl,O",4.2700,8.4900,4.2700,133863488776,960491158030,341467283951
WIWLEU,Rh,+3,d6,5,"Cl,N,P",4.0800,9.2000,4.0800,501148317826,507104918748,940914602591
WIWLIX,Y,,,5,O,0.0000,5.6400,0.0000,741791614279,118941613558,831729997509
WIWLUK,Rh,+3,d6,5,"Cl,N,P",0.5500,6.5900,0.5500,195390781417,260682284032,639908252510
WIWMEU,Cr,,,4,N,5.7300,8.9400,5.7300,513576164187,336932180328,937859480355
WIWMIY,Cr,,,4,N,3.8800,8.7400,3.8800,271190187262,336932180328,937859480355
WIWNAR,Ru,+2,d6,5,"C,Cl,N",4.7000,7.1500,4.7000,50146421139,500203756818,60078480609
WIWNEV,Ru,+2,d6,5,"Br,N",0.6600,6.1600,0.6600,69293506326,776707804953,210530322829
WIWNIZ,Ru,+2,d6,5,N,6.1800,7.4700,6.1800,443010737014,666669106267,807913704015
WIWPAV,Co,+3,d6,4,O,0.0600,6.2700,0.0600,521750497677,770953022509,949499406844
WIWPEY,Ru,+2,d6,5,N,3.8200,4.0400,3.8200,392483021272,506222528065,799293816762
WIWPEZ,Cu,+2,d9,4,O,0.3300,5.7300,0.3300,971448466193,125097812678,168232248989
WIWPID,Fe,+2,d6,4,O,0.0700,5.7800,0.0700,571455264600,877117379680,890082271381
WIWPOJ,Ni,+2,d8,4,O,0.0600,5.7000,0.0600,996190595734,532571729163,335960757477
WIWQIF,Cu,+2,d9,4,N,4.1400,8.8400,4.1400,951208527905,845523662588,509536475722
WIWSAA,Ni,+2,d8,4,N,0.0500,5.7000,0.0500,764356221636,100888503188,321231443633
WIWSED,Zn,+2,d10,4,N,4.0400,8.5800,4.0400,738224867218,625207009480,912558721233
WIWTOL,Mn,,,4,"C,O,P",6.0500,7.7800,6.0500,909521075567,238879778715,61883672162
WIWVEG,Ni,+2,d8,4,"N,O",0.0200,5.8200,0.0200,385103057781,103063656046,933203266659
WIXCEL,Mo,,,5,,4.3400,4.4700,4.3400,193495508217,494561978260,300321648101
WIXCIQ,Fe,+2,d6,4,"N,O",4.2600,6.8900,4.2600,779103525425,739220874485,133744771610
WIXCOW,Fe,+2,d6,4,"N,O",5.8900,6.4700,5.8900,481817348099,62185477449,435117202618
WIXDAI,Mo,,,5,,5.6600,9.1200,5.6600,989892059383,271181125907,986698025297
WIXLIB,Ir,,,6,"C,N,O",6.1700,12.6400,6.1700,13082640280,783814297993,904459452763
WIXMAR,Cr,,,4,"C,Se",4.5400,9.3000,4.5400,937158787978,97299780221,609665616364
WIXMAT,Ir,,,6,"C,Cl,O,P",4.2000,4.2200,4.2000,924724736153,892740674389,627856952315
WIXNUP,Mo,,,5,O,4.0100,7.2900,4.0100,741128844965,890477359298,611780515596
WIXPAX,V,,,4,O,3.9900,8.6800,3.9900,248551802511,987062691965,381765803007
WIXPEB,V,,,4,O,3.9700,6.9500,3.9700,189182096696,353800122309,221809710764
WIXPOI,Fe,+2,d6,4,"Cl,N",4.1800,8.6100,4.1800,836324638096,106806652779,294303342763
WIXPOI01,Fe,+2,d6,4,"Cl,N",4.3800,6.4200,4.3800,239096957184,106806652779,294303342763
WIXRAW,Ir,,,6,"C,N",4.1800,7.8600,4.1800,102603837191,809123228048,383048090101
WIXREC,Rh,+3,d6,5,"Cl,N,S",3.5200,5.2700,3.5200,844905910488,747551512084,415646240274
WIXROO,Fe,+2,d6,4,"Cl,N,O",4.0400,8.7900,4.0400,817481295048,654713475445,265427430305
WIXRUU,Fe,+2,d6,4,"N,O",3.9100,5.0400,3.9100,20301859114,86070825394,509041631457
WIXXAE,Rh,+3,d6,5,"Cl,N,S",5.5100,6.2700,5.5100,346112325887,614885594095,415646240274
WIXXEI,Ru,+2,d6,5,"Cl,N,S",5.4600,13.3100,5.4600,706042761842,519790714152,663980191951
WIXXIM,Ru,+2,d6,5,"Cl,N,S",6.4000,7.2100,6.4000,996418463946,61594204059,663980191951
WIXYAF,Ru,+2,d6,5,"Cl,N,S",4.2000,4.5300,4.2000,815667380845,293271388719,208664737795
WIXYEJ,Ru,+2,d6,5,"Cl,N,S",3.9700,5.3600,3.9700,297290181439,197762037655,208664737795
WIYBOX,Ru,+2,d6,5,"Cl,N,O",4.1000,9.0700,4.1000,574707437167,540925525419,55587791666
WIYCAK,Ru,+2,d6,5,"Cl,N,O",4.3000,8.9600,4.3000,150555562786,784374090270,649937199568
WIYGIU,Mn,,,4,S,3.5200,4.7000,3.5200,469147641172,567180141779,486133057176
WIYGOA,Fe,+2,d6,4,"N,O,S",0.3300,6.4400,0.3300,246547385924,109076288956,161188987050
WIYGUG,Co,+3,d6,4,"N,O,S",0.2800,5.6900,0.2800,903775820639,715135087632,176683123410
WIYHAN,Ni,+2,d8,4,"N,O,S",0.2300,6.1100,0.2300,909298299566,221766890334,895051320480
WIYHER,Zn,+2,d10,4,"N,O,S",0.1700,5.9900,0.1700,866502026738,954303970683,347767018339
WIYHIV,Cu,+2,d9,4,"N,O,S",4.2300,6.0500,4.2300,377279729119,869650626411,540261988933
WIYMAU,Ru,+2,d6,5,"N,O",0.3800,6.1000,0.3800,302554653022,78412139210,902451842312
WIYPOK,Ru,+2,d6,5,"Cl,N",4.0400,6.2000,4.0400,302692676302,778997681735,196860484910
WIYQIE,W,,,6,"C,P",5.9300,7.2800,5.9300,750314093443,388518067716,147255689772
WIYRIF,Zn,+2,d10,4,,3.7200,5.3500,3.7200,802966894628,107109203029,179741257581
WIYTAZ,Re,,,6,"Br,N",5.7600,12.8800,5.7600,380612989901,773210662082,664915358750
WIYVEI,Ru,+2,d6,5,N,6.7400,8.0500,6.7400,212667085995,373797233821,226562250721
WIYYAE,Mo,,,5,C,6.1500,12.8900,6.1500,974926812675,882125778343,394956249931
WIYYAG,W,,,6,,6.1600,6.7400,6.1600,140594707480,972797069299,498387610944
WIYZIR,Rh,+3,d6,5,"C,I,N",6.9000,9.4100,6.9000,637758959521,958241265495,99795820540
