refcode,metal,CN,S_SP,S_Td,log_S_SP,log_S_Td
OBOSOP,Cd,4,2.2900,0.1100,0.3784,-0.6778
GEYXOZ,Ni,4,2.8200,1.4000,0.4654,0.1761
RIVGAI,Pt,4,11.4800,14.9100,1.0637,1.1764
DTOXNI11,Ni,4,2.9000,0.0200,0.4771,-0.9208
FATMAP,Cu,4,14.7000,15.8100,1.1703,1.2017
TECBEL,Pd,4,9.2700,3.1600,0.9717,0.5132
PIMVAL,Au,4,8.6300,2.9900,0.9410,0.4900
HUBKUN,Cu,4,5.7600,0.7000,0.7679,-0.0969
DOQMAY,Ni,4,2.4500,0.3100,0.4065,-0.3872
PUNTEZ,Zn,4,4.3100,1.1000,0.6444,0.0792
JEVCAS,Ag,4,2.1200,1.0600,0.3464,0.0645
YAPZAS,Pd,4,11.9000,23.7100,1.0792,1.3768
BEHNIM01,Zn,4,1.9000,0.2200,0.3010,-0.4949
CITBEN,Pt,4,8.1300,2.9400,0.9154,0.4829
CIGLAI,Rh,4,3.0100,0.1500,0.4928,-0.6021
UJINUW,Ni,4,8.9100,2.8600,0.9547,0.4713
YIWPIH,Pd,4,8.2500,2.9500,0.9217,0.4843
QAFMAL,Pt,4,2.9200,0.0300,0.4800,-0.8861
AQOYEM02,Pt,4,8.0900,3.1400,0.9133,0.5105
ROVYAF,Au,4,8.0100,3.2200,0.9090,0.5211
FEQCOT,Pd,4,3.1100,0.2900,0.5065,-0.4089
ABIPIK,Ni,4,8.5100,2.8800,0.9350,0.4742
BERLOC,Pd,4,2.9600,0.0800,0.4857,-0.7447
NUWXAH,Ni,4,8.1800,2.9100,0.9180,0.4786
JOKZUH,Zn,4,2.8400,0.0300,0.4683,-0.8861
FIBLOS,Pt,4,2.9800,0.0900,0.4886,-0.7212
LUXWOT,Co,4,11.0700,9.2000,1.0481,0.9685
NUZRUZ,Ni,4,21.5700,18.6000,1.3359,1.2718
UMECUK,Pd,4,7.6100,3.2000,0.8871,0.5185
ACUDIN,Cu,4,2.5400,0.3600,0.4216,-0.3372
YOGWAV,Ni,4,9.0000,2.9000,0.9590,0.4771
RINWUI,Pd,4,9.0500,3.0500,0.9614,0.4983
RAKLAR,Ir,4,3.0200,0.1800,0.4942,-0.5528
ZOPJAR,Pd,4,2.9200,0.0400,0.4800,-0.8539
OLADUC,Cr,4,2.8700,0.0500,0.4728,-0.8239
CIFJOR,Pd,4,9.9600,3.0800,1.0026,0.5024
XIVYIO,Pt,4,3.0100,0.1200,0.4928,-0.6576
YAVHAG,Rh,4,3.0500,0.2200,0.4983,-0.4949
ACOBEA,Pd,4,19.2600,7.9900,1.2869,0.9079
NOSWOJ,Fe,4,3.7300,0.0700,0.5832,-0.7696
RAYNOX,Ir,4,4.5300,2.9900,0.6656,0.4900
EHIMEP,Pd,4,9.2100,2.9200,0.9689,0.4800
YOBPAH,Pd,4,2.9100,0.0300,0.4786,-0.8861
TAHMOF01,Zn,4,2.8000,0.0100,0.4624,-0.9586
MUVTIG,Cu,4,8.9400,6.8500,0.9562,0.8420
MAMDAH,Pd,4,8.4400,2.8800,0.9315,0.4742
YAGDEQ,Zn,4,3.4500,0.0400,0.5502,-0.8539
OHUTUH,Pd,4,3.2300,0.4500,0.5224,-0.2596
BUVVAQ,Au,4,2.9400,0.0900,0.4829,-0.7212
DASNET,Ni,4,4.9000,1.3200,0.6990,0.1523
NAZSAL,Pd,4,8.4900,7.7800,0.9340,0.8965
XIBKID,Fe,4,3.0200,0.0100,0.4942,-0.9586
MEMVOP,Ni,4,4.4400,1.4000,0.6571,0.1761
COXLAG,Ni,4,7.5500,2.6800,0.8837,0.4440
QIMDID,Pt,4,8.1700,3.0900,0.9175,0.5038
KIVKIL,Pt,4,9.7400,3.0400,0.9930,0.4969
HELKES,Zn,4,2.1500,0.3700,0.3522,-0.3279
WUBBUQ,Zn,4,3.9500,0.6200,0.6075,-0.1427
TOKTIZ,Co,4,2.0600,0.4600,0.3345,-0.2518
BEXKUM,Zn,4,8.6200,2.8800,0.9405,0.4742
NORJEJ,Pt,4,3.5200,0.6200,0.5587,-0.1427
GUHNUV,Ni,4,16.5200,18.1700,1.2206,1.2617
KUPYON,Rh,4,2.9600,0.0900,0.4857,-0.7212
NUVLIA01,Cu,4,2.9100,0.0300,0.4786,-0.8861
WESFUW,Co,4,3.6000,1.2300,0.5682,0.1239
WERCIF,Pt,4,7.9100,3.0100,0.9036,0.4928
RESDEY,Re,4,3.0500,0.0100,0.4983,-0.9586
CURTIW,Zn,4,3.4200,0.0300,0.5465,-0.8861
POYRUS,Pd,4,7.7800,3.0500,0.8965,0.4983
WIRVUQ,Ni,4,9.1300,9.7600,0.9652,0.9939
YASVIB,Cu,4,4.2700,2.4600,0.6405,0.4082
BELDUS,Zn,4,4.8000,1.6700,0.6902,0.2480
GUSDOO,Au,4,8.3200,3.0800,0.9253,0.5024
AXINIG,Pt,4,2.7700,0.8600,0.4579,-0.0177
VENZAQ,Zn,4,2.8800,0.0000,0.4742,-1.0000
IMTOPD,Pd,4,8.9000,3.0500,0.9542,0.4983
RIGYIR01,Fe,4,2.8800,0.0000,0.4742,-1.0000
NUNHOV,Ag,4,2.9100,1.6200,0.4786,0.2355
CEBDOF,Cu,4,2.3200,0.1100,0.3838,-0.6778
TEBSCO10,Co,4,9.1800,2.8600,0.9675,0.4713
LAZYOA,Cu,4,2.8600,0.0100,0.4713,-0.9586
RUGROA,Co,4,4.5500,0.6500,0.6675,-0.1249
TACGOV,Pt,4,3.3100,0.5300,0.5328,-0.2007
QARWOV,Ni,4,8.0000,2.9400,0.9085,0.4829
ANAXIX,Ni,4,3.2700,0.5300,0.5276,-0.2007
BEPHAI,Pd,4,8.3900,3.0900,0.9289,0.5038
MEKCOV,Cu,4,5.4400,0.9600,0.7435,0.0253
BUYMOX01,Au,4,3.4500,0.6900,0.5502,-0.1024
MECHAD,Ti,4,2.9200,0.0300,0.4800,-0.8861
XABLAR,Co,4,4.0400,0.5900,0.6170,-0.1612
OMAYEG,Pd,4,8.1700,2.9100,0.9175,0.4786
EFESEQ,Ni,4,8.3000,2.8100,0.9243,0.4639
HIWDEX,Co,4,2.0700,1.9900,0.3365,0.3201
SOHSOZ,Pd,4,8.7000,17.2100,0.9445,1.2383
QIGDAN,Pd,4,8.2500,2.8700,0.9217,0.4728
XOZYAM,Pt,4,2.9000,0.0200,0.4771,-0.9208
FEQGEO,Au,4,8.3300,2.8900,0.9258,0.4757
USETAP,Rh,4,3.2900,0.5300,0.5302,-0.2007
IHUCOE,Pt,4,9.5100,3.0600,0.9827,0.4997
CIQGAO,Pt,4,8.9400,3.1800,0.9562,0.5159
BENPUG,Pt,4,4.3800,1.3000,0.6513,0.1461
FALFOP,Ni,4,3.3000,0.5300,0.5315,-0.2007
RIFHUL,Pt,4,10.2400,3.1500,1.0145,0.5119
ARAMIQ,Pd,4,8.9100,3.1700,0.9547,0.5145
QUGFED,Nb,4,1.4300,0.4600,0.1847,-0.2518
BOGKUF,Au,4,8.3600,3.0000,0.9274,0.4914
IREJEU,Cu,4,2.9100,0.0400,0.4786,-0.8539
EQOYEO,Pd,4,3.1200,0.2600,0.5079,-0.4437
ALIREU,Ni,4,2.7600,0.0000,0.4564,-1.0000
GATLES04,Pd,4,8.2100,2.9500,0.9196,0.4843
BPYCPT08,Pt,4,9.9200,3.2600,1.0009,0.5263
LAYLED,Cu,4,9.0600,3.0600,0.9619,0.4997
DEYGAR,Co,4,2.7500,0.0700,0.4548,-0.7696
QEWZIB,Pd,4,3.0900,0.2600,0.5038,-0.4437
GANFUX,Pt,4,8.8400,2.8700,0.9513,0.4728
VEDXIM,Fe,4,4.4400,2.0000,0.6571,0.3222
CEFGUR,Cu,4,3.6300,0.3100,0.5717,-0.3872
DOQSIM,Pd,4,8.7300,3.1400,0.9460,0.5105
EBEGEA,Zn,4,3.2300,0.2700,0.5224,-0.4318
ROQNEQ,Hg,4,5.5400,2.5100,0.7513,0.4166
VEYMER,Ni,4,18.6700,23.4900,1.2735,1.3727
HULMUW,Cu,4,2.9100,0.0400,0.4786,-0.8539
ZEXHEP,Zn,4,2.7200,0.2800,0.4502,-0.4202
HEHRAQ,Pt,4,2.8700,0.0000,0.4728,-1.0000
PEMFIY,Pd,4,2.4400,0.1200,0.4048,-0.6576
MDZXCU,Cu,4,7.7000,6.4300,0.8921,0.8149
OJONEH,Cu,4,2.3100,0.9700,0.3820,0.0294
LUBQEG,Cu,4,9.1600,10.1700,0.9666,1.0116
EHAPOT,Pt,4,3.0300,0.1600,0.4955,-0.5850
UNAROT,Pd,4,8.6000,6.9300,0.9395,0.8470
TEYJIS,Hg,4,2.7700,1.8300,0.4579,0.2856
EYEROQ,Cd,4,3.2000,0.3300,0.5185,-0.3665
LOLVAL,Cu,4,2.3600,1.3900,0.3909,0.1732
HODKOA,Cu,4,4.8500,0.7900,0.6946,-0.0506
BOFVIB,Pt,4,8.2800,2.9200,0.9232,0.4800
VEPKUX,Cu,4,3.0800,0.2600,0.5024,-0.4437
GAZRIM,Cu,4,2.6600,1.4100,0.4409,0.1790
MASLEB,Zn,4,1.1800,0.7000,0.1072,-0.0969
CEBQIM,Co,4,2.8200,0.0200,0.4654,-0.9208
XEBJUN,Cd,4,2.2300,0.0800,0.3674,-0.7447
KADYUJ01,Cu,4,1.9300,0.5200,0.3075,-0.2076
FAJVUL,Au,4,3.1300,0.3000,0.5092,-0.3979
OYERES,Mn,4,4.3400,0.7500,0.6474,-0.0706
GADDAV,Pd,4,10.5200,11.0000,1.0261,1.0453
NETMOO,Pd,4,2.8800,0.0000,0.4742,-1.0000
TOFCOI,Pd,4,14.8600,20.4600,1.1749,1.3130
XIWKEV,Ni,4,15.6100,6.3800,1.1962,0.8116
PTDETC01,Pt,4,3.8400,0.8300,0.5955,-0.0315
IRUCUT,Fe,4,2.4600,0.7800,0.4082,-0.0555
UWAYOH,Pd,4,9.8900,3.0600,0.9996,0.4997
BICXAQ,Au,4,9.5600,3.1600,0.9850,0.5132
XAXXID,Cu,4,3.0300,0.1300,0.4955,-0.6383
DIJQIY,Zr,4,13.3100,8.9400,1.1274,0.9562
NIRJIH,Hg,4,3.8100,0.0900,0.5922,-0.7212
ZOYWIX,Ni,4,3.2900,0.9800,0.5302,0.0334
AMEPEN,Pt,4,3.0300,0.2300,0.4955,-0.4815
RETZUM,Pd,4,8.5100,2.8900,0.9350,0.4757
COXVOA,W,4,2.8900,0.0600,0.4757,-0.7959
AFASUX,Ru,4,3.0500,0.2100,0.4983,-0.5086
XAMQEI,Pd,4,8.9900,2.9900,0.9586,0.4900
GIDYIB,Pd,4,2.9100,0.0200,0.4786,-0.9208
DAMFED,Pt,4,3.0600,0.2000,0.4997,-0.5229
YILKAI,Fe,4,2.8900,0.4600,0.4757,-0.2518
KESQEH,Cu,4,7.9000,2.5600,0.9031,0.4249
OZILAL,Cu,4,2.7400,1.5500,0.4533,0.2175
YURXEP,Rh,4,3.6600,0.5400,0.5752,-0.1938
EMTPNI10,Ni,4,2.9000,0.0200,0.4771,-0.9208
HIBDAY,Pd,4,2.9500,0.0600,0.4843,-0.7959
FAQMAO,Cu,4,14.1100,15.5900,1.1526,1.1956
JUPZOL,Pt,4,10.5900,13.9000,1.0290,1.1461
SOHSAL,Pt,4,8.3100,2.9700,0.9248,0.4871
QAVNOS,Pt,4,8.2600,3.0900,0.9222,0.5038
OVERUD04,Pt,4,3.7600,1.0800,0.5866,0.0719
XUWSUE,Zn,4,1.9700,0.6000,0.3160,-0.1549
GEGZUN,Co,4,2.1700,0.7300,0.3560,-0.0809
BEQSUN,Ag,4,6.6000,1.1600,0.8261,0.1004
VIDNEF,Pd,4,3.2200,0.3700,0.5211,-0.3279
GIHTAT,Zn,4,9.3400,1.8900,0.9750,0.2989
RUHPIU,Pd,4,3.0700,0.2500,0.5011,-0.4559
WEXSID,Fe,4,1.8800,0.6700,0.2967,-0.1135
KUZHUM,Ni,4,9.7400,7.8200,0.9930,0.8987
MIXFAB,Pt,4,9.8900,3.2100,0.9996,0.5198
YIJWOG,Pd,4,9.6500,3.0400,0.9890,0.4969
ADEBET,Pd,4,9.5400,3.1900,0.9841,0.5172
TPASAU,Au,4,8.5800,2.8800,0.9385,0.4742
IKIXOQ,Pd,4,3.6100,0.8700,0.5694,-0.0132
GULKAC,Ni,4,8.3200,9.0300,0.9253,0.9605
EDOYON,Ni,4,2.8900,0.0100,0.4757,-0.9586
SULBUW01,Rh,4,3.2200,0.4500,0.5211,-0.2596
DEQLOB,Ir,4,11.4300,11.3900,1.0618,1.0603
NAJVUS,Ni,4,15.7600,14.4300,1.2003,1.1623
TAYNOX,Cu,4,2.1600,0.1100,0.3541,-0.6778
SAQJAZ,Zn,4,9.4000,10.1700,0.9777,1.0116
HUFQAD,Pd,4,7.7100,3.0200,0.8927,0.4942
QOFMOR,Pt,4,9.0100,2.9700,0.9595,0.4871
HIHSAU,Pd,4,10.0600,3.2500,1.0069,0.5250
KANWUT,Zn,4,2.7200,0.0100,0.4502,-0.9586
XAWVAW,Cu,4,8.7900,2.8000,0.9489,0.4624
GUVDEH,Ni,4,2.9000,0.0200,0.4771,-0.9208
DUTQUG,Cu,4,7.3100,8.8100,0.8698,0.9499
WALJIF,Ni,4,2.8900,0.3600,0.4757,-0.3372
QUWGIZ,Co,4,1.9300,0.1900,0.3075,-0.5376
YOGCOM,Pt,4,3.1000,0.2600,0.5051,-0.4437
GEPKOE01,Hg,4,3.8600,0.2200,0.5977,-0.4949
FORMUW,Pt,4,8.0900,3.1300,0.9133,0.5092
BISNUM02,Zn,4,2.8200,0.2000,0.4654,-0.5229
BUQDOI,Pd,4,9.4600,3.5700,0.9805,0.5647
NASQEF,Co,4,6.5800,12.6700,0.8248,1.1062
YOQFOD,Zn,4,10.5800,19.7100,1.0286,1.2969
HINCOX,Pd,4,2.8000,0.0100,0.4624,-0.9586
YAMSOV02,Ni,4,2.5400,0.2500,0.4216,-0.4559
IZIFAY,Cd,4,4.4600,1.2600,0.6590,0.1335
MAPRUR01,Ag,4,13.3300,4.2000,1.1281,0.6335
QEKDUF01,Cu,4,7.7100,2.1300,0.8927,0.3483
BITKIC,Zn,4,1.3800,0.6100,0.1703,-0.1487
DOHNAQ,Hg,4,2.7500,1.8900,0.4548,0.2989
BUJQAA,Fe,4,4.2500,0.2300,0.6385,-0.4815
TANRAE,Zn,4,1.7600,0.6400,0.2695,-0.1308
ZOJBAE,Cd,4,2.3000,0.0400,0.3802,-0.8539
WETFAC,Cu,4,2.9500,0.1600,0.4843,-0.5850
BACZUC,Pt,4,3.0700,0.2500,0.5011,-0.4559
RELGEV,Pt,4,3.0700,0.2400,0.5011,-0.4685
SEVNIT,Cu,4,3.4100,0.0400,0.5453,-0.8539
YADBIO,Ag,4,6.2700,6.3100,0.8041,0.8069
ZUMDUJ,Co,4,4.6600,0.9700,0.6776,0.0294
IKIGUF,Fe,4,8.3400,2.0800,0.9263,0.3385
PYSALP01,Pd,4,2.9600,0.0700,0.4857,-0.7696
VEMYOE,Co,4,0.3800,0.5100,-0.3188,-0.2147
USUDOD,Pd,4,8.9700,10.4300,0.9576,1.0224
LUJCIF,Pd,4,9.4700,3.0000,0.9809,0.4914
PAKJIU,Pd,4,8.6700,2.9800,0.9430,0.4886
HAQBUY,Ir,4,8.5800,3.0200,0.9385,0.4942
LUHJEH,Au,4,8.5200,3.1100,0.9355,0.5065
IFUNIH,Co,4,5.9000,0.6900,0.7782,-0.1024
DUHTEF,Ni,4,2.9000,0.0200,0.4771,-0.9208
XIPPER,Pd,4,8.2500,2.8700,0.9217,0.4728
IDEDOM,Ag,4,14.4600,5.1300,1.1632,0.7185
DIBWOB01,Cu,4,4.9900,0.6000,0.7067,-0.1549
ILOBIU01,Pd,4,12.8000,18.7200,1.1106,1.2746
OVURAA,Pd,4,8.7500,3.0600,0.9469,0.4997
HAWGAO02,Ni,4,1.1000,0.7700,0.0792,-0.0605
NIPDEZ,Ni,4,2.2600,0.0900,0.3729,-0.7212
HULYIZ,Au,4,2.8900,0.0100,0.4757,-0.9586
YIMTIY,Cu,4,5.5600,1.1600,0.7528,0.1004
QUFNEM,Pd,4,7.9800,3.1300,0.9074,0.5092
VACYOS,Ni,4,3.0200,0.2500,0.4942,-0.4559
REHWEG,Pt,4,2.9600,0.1100,0.4857,-0.6778
BURVIU,Zn,4,2.6800,0.1700,0.4440,-0.5686
POMMIO,Cd,4,3.1700,0.0500,0.5145,-0.8239
FAYKID,Pt,4,3.5100,0.7700,0.5575,-0.0605
HOSMOV,Ni,4,2.7000,0.1900,0.4472,-0.5376
QERSUE,Pt,4,2.9600,0.0800,0.4857,-0.7447
GEXHEZ,Pt,4,3.4700,0.7500,0.5527,-0.0706
NUFPIO,Cu,4,7.6400,7.3100,0.8887,0.8698
NIGBEN,Pt,4,8.9700,3.0000,0.9576,0.4914
EXIRIP,Ni,4,7.0100,1.5300,0.8519,0.2122
QIDGOZ02,Cu,4,3.6900,0.5200,0.5786,-0.2076
GUWMAM,Pd,4,3.3200,0.4400,0.5340,-0.2676
MUTPUN,Ti,4,3.1700,0.1200,0.5145,-0.6576
JUGHAU,Ni,4,2.9100,0.0300,0.4786,-0.8861
HEDYAT,Cu,4,2.1800,1.3100,0.3579,0.1492
MATFIX,Ni,4,15.4700,9.5500,1.1923,0.9845
ENAWIA,Pt,4,9.2600,3.5300,0.9713,0.5599
ZUZJAI,Ni,4,4.5100,1.7000,0.6637,0.2553
XIKZIB,Cu,4,3.9300,1.3600,0.6053,0.1644
CAPTIW,Pd,4,9.0600,3.2400,0.9619,0.5237
KEFYUQ01,Mn,4,4.2300,0.6800,0.6365,-0.1079
EXOBIC,Ni,4,6.7200,6.2600,0.8338,0.8035
DUMYUJ,Ni,4,8.5900,6.5100,0.9390,0.8202
QOLSAN01,Zn,4,3.2200,0.6800,0.5211,-0.1079
QIGQUS,Zn,4,1.8600,0.6000,0.2923,-0.1549
PAGVAY,Cu,4,5.1300,0.7800,0.7185,-0.0555
YIVTAA,Cu,4,9.0100,2.8300,0.9595,0.4669
XUJRID,Cu,4,7.3800,3.0400,0.8739,0.4969
HUHXEP,Ag,4,4.2900,1.8200,0.6425,0.2833
KOXVUQ,Au,4,8.8200,2.9800,0.9504,0.4886
VOMDAD,Rh,4,7.7800,2.9200,0.8965,0.4800
FOCJIR,Pd,4,8.4800,3.1300,0.9335,0.5092
GAKSIX,Pd,4,9.2200,10.0800,0.9694,1.0077
UQUJEW,Zn,4,3.0000,0.1100,0.4914,-0.6778
TOBDIA,Pt,4,2.9600,0.1000,0.4857,-0.6990
IFOCAK,Au,4,9.5600,3.0200,0.9850,0.4942
DABRII,Fe,4,4.0500,0.4700,0.6180,-0.2441
OTUSII,Pd,4,3.1000,0.2800,0.5051,-0.4202
SOCGUP,Cu,4,8.0700,2.4000,0.9122,0.3979
RIGYIR,Fe,4,2.8800,0.0000,0.4742,-1.0000
HOSXUK,Ni,4,2.5500,0.6300,0.4232,-0.1367
VEGREG,Zn,4,2.9200,0.6000,0.4800,-0.1549
QUQYAC,Ni,4,8.6200,2.9200,0.9405,0.4800
QIYYED01,Zn,4,0.9100,0.7400,0.0043,-0.0757
KAZCET,Cu,4,5.6400,8.4700,0.7589,0.9330
ALOFOA,Cu,4,3.4400,1.4400,0.5490,0.1875
PEWLUB,Cu,4,7.7300,2.3400,0.8938,0.3874
IVOBAZ,Pd,4,9.0600,3.2200,0.9619,0.5211
IWOHIO,Y,4,9.8100,3.9500,0.9961,0.6075
XOVPEG,Pt,4,3.3700,0.6300,0.5403,-0.1367
POFNEF,Ag,4,3.7600,1.0700,0.5866,0.0682
USEVUK,Pd,4,8.6300,3.0900,0.9410,0.5038
HUSFIK,Ni,4,2.6700,1.7500,0.4425,0.2672
VUZDEZ,Au,4,2.8800,0.0000,0.4742,-1.0000
FEQGIS,Ni,4,2.9200,0.0400,0.4800,-0.8539
WUGTAW01,Fe,4,3.0200,0.0100,0.4942,-0.9586
ADIWAP,Pd,4,3.1300,0.2600,0.5092,-0.4437
PAFXIE,Ni,4,7.9800,3.1500,0.9074,0.5119
BIZBEV,Cu,4,6.6800,2.0000,0.8312,0.3222
BEZWUZ,Pd,4,9.7500,3.1100,0.9934,0.5065
QUCWET01,Mn,4,2.9900,0.0500,0.4900,-0.8239
YIBHUM,Mn,4,3.7000,0.1000,0.5798,-0.6990
BDPAPD,Pd,4,2.9300,0.0500,0.4814,-0.8239
WAGXEK,Cu,4,2.9200,0.0600,0.4800,-0.7959
ZUFBOU,Zn,4,4.6700,5.1500,0.6785,0.7202
WIGDOJ,Pd,4,8.3500,2.9400,0.9269,0.4829
RANHOF,Zn,4,1.6300,0.5800,0.2380,-0.1675
DIBWAN,Cu,4,5.1300,0.8300,0.7185,-0.0315
YABWEH,Cu,4,1.7000,0.8000,0.2553,-0.0458
ROGZAQ,Pd,4,7.9700,3.1100,0.9069,0.5065
IPIHEU,Pt,4,8.6700,2.8800,0.9430,0.4742
CUHGIY,Pd,4,8.1200,3.0400,0.9149,0.4969
TUCSOZ,Ni,4,8.7700,3.1000,0.9479,0.5051
AKAYES,Cu,4,3.6200,0.4600,0.5705,-0.2518
OMUQAR,Mn,4,3.2200,0.0900,0.5211,-0.7212
HOZFUX,Ti,4,2.8300,0.2600,0.4669,-0.4437
WAYGAG,Ni,4,3.1300,0.3500,0.5092,-0.3468
MUSWAC,Pd,4,8.3500,3.0800,0.9269,0.5024
KUBFOE,Pd,4,8.7500,3.0900,0.9469,0.5038
INAWAV,Cu,4,2.9100,0.0200,0.4786,-0.9208
DATHOZ,Pt,4,7.3100,3.0800,0.8698,0.5024
AMIWEB,Pt,4,2.9200,0.0600,0.4800,-0.7959
RAPRIL,Pt,4,7.8100,2.9900,0.8982,0.4900
LANYAD,Ni,4,9.2600,15.1800,0.9713,1.1841
WUPFAR,Pd,4,2.8900,0.0100,0.4757,-0.9586
QIKGEY,Ni,4,19.4900,18.6100,1.2920,1.2721
UHOKOT,Cd,4,4.0500,0.4000,0.6180,-0.3010
UYINOH,Pd,4,10.2100,3.4900,1.0133,0.5551
AWOPIN,Fe,4,2.7100,2.0400,0.4487,0.3304
QERGUT,Ni,4,2.9000,0.0100,0.4771,-0.9586
XEZMAQ,Cu,4,2.9000,0.0200,0.4771,-0.9208
EZICUL,Pd,4,8.2500,2.9700,0.9217,0.4871
OMAPID,Pd,4,7.9400,9.6500,0.9053,0.9890
GOHDIT,Cu,4,9.5700,8.9400,0.9854,0.9562
NEWPIR,Cu,4,4.4100,6.6200,0.6542,0.8274
QOGBOE,Ni,4,11.5400,15.0700,1.0660,1.1810
ABUPIX,Ti,4,3.0000,0.0000,0.4914,-1.0000
CIJDII,Pd,4,3.0500,0.2100,0.4983,-0.5086
XIFCEX,Ni,4,3.0300,0.5200,0.4955,-0.2076
MAKFEK,Co,4,4.2000,0.5300,0.6335,-0.2007
ZILSEU,Ni,4,0.5600,5.5900,-0.1805,0.7551
BAWLAP,Au,4,9.7800,3.3600,0.9948,0.5391
KUDWEM,Zn,4,3.2800,2.5700,0.5289,0.4265
PELDEP,Pd,4,7.3900,3.1600,0.8745,0.5132
JUGPUZ,Cd,4,3.3100,0.3800,0.5328,-0.3188
TEKXOY,Cu,4,2.2700,0.1600,0.3747,-0.5850
YADPOL,Zn,4,3.1600,0.7400,0.5132,-0.0757
HIFQIX,Cu,4,3.8300,1.9800,0.5944,0.3181
COYLOV,Ni,4,14.6700,19.7800,1.1694,1.2984
MASSOR,Ag,4,3.7700,1.9300,0.5877,0.3075
BUTMIN,Cu,4,2.9300,0.0600,0.4814,-0.7959
YIQPIY,Rh,4,3.0900,0.2500,0.5038,-0.4559
NASFEU,Cu,4,3.1700,1.2600,0.5145,0.1335
BUGDOX,Ni,4,5.1900,2.0800,0.7235,0.3385
DUMKUS,Hg,4,3.1500,0.5400,0.5119,-0.1938
NONWES89,Pd,4,8.0700,2.9300,0.9122,0.4814
NEBVEW,Pt,4,2.8700,0.1500,0.4728,-0.6021
QOLHEF,Cu,4,9.0200,10.0300,0.9600,1.0056
BIDLOS,Pd,4,3.5900,0.6200,0.5670,-0.1427
NEBTAP,Pd,4,8.9600,11.1500,0.9571,1.0512
NEGREX,Pt,4,2.8900,0.0100,0.4757,-0.9586
WULXUW,Zn,4,6.8400,17.5300,0.8414,1.2463
TUDSUI,Pt,4,8.1200,3.1700,0.9149,0.5145
XIPSIC,Zn,4,4.5700,0.7400,0.6693,-0.0757
TUMNIA,Ni,4,8.3600,12.9500,0.9274,1.1156
HESTIL,Pd,4,2.9100,0.0300,0.4786,-0.8861
WIKTOA,Rh,4,8.0900,9.5100,0.9133,0.9827
MAQXIM,Cu,4,1.4900,0.2700,0.2014,-0.4318
XOZPAF,Cu,4,2.6900,0.0800,0.4456,-0.7447
TAYDOP,Ni,4,16.5700,17.6800,1.2219,1.2499
DUZXIH,Mo,4,2.7800,0.3700,0.4594,-0.3279
RALMEX,Pd,4,8.9200,2.8900,0.9552,0.4757
UTAYEU,Ni,4,3.0900,0.2600,0.5038,-0.4437
HIPBEO,Cu,4,2.7100,0.3300,0.4487,-0.3665
ICASEK,Rh,4,11.0200,15.2500,1.0461,1.1861
LOFYIS,Zn,4,6.6100,2.0000,0.8267,0.3222
MOWPIY,Cu,4,1.9600,0.2200,0.3139,-0.4949
JOQYEW,Pd,4,2.9000,0.0200,0.4771,-0.9208
SABCUU,Cu,4,3.8400,0.0900,0.5955,-0.7212
YUXZIA,Rh,4,8.4900,2.9900,0.9340,0.4900
KAQTIG,Rh,4,3.0300,0.1900,0.4955,-0.5376
BUSICO,Co,4,14.9900,20.2600,1.1787,1.3088
CEBXUD,Fe,4,2.7500,0.0100,0.4548,-0.9586
XOWJAW,Cu,4,3.1100,0.2900,0.5065,-0.4089
MIMKAU,Co,4,2.0300,0.2600,0.3284,-0.4437
QEGKES01,Pt,4,3.3500,0.5800,0.5378,-0.1675
RERFUR,Pd,4,9.4200,3.5600,0.9786,0.5635
RUNWED,Cu,4,2.9300,0.0500,0.4814,-0.8239
SOVPAX,Pd,4,3.0500,0.2600,0.4983,-0.4437
EJIKUH,Cu,4,8.0400,2.3400,0.9106,0.3874
QUBGAY,Pt,4,13.2300,13.6100,1.1248,1.1370
SUTLOL,Pd,4,9.8900,3.0500,0.9996,0.4983
SUXJOK,Zn,4,3.6400,0.1700,0.5729,-0.5686
KOGGUK,Au,4,7.4500,3.1300,0.8779,0.5092
QEDFOU,Ni,4,3.1800,0.3800,0.5159,-0.3188
NENHIB02,Mn,4,3.5000,0.0400,0.5563,-0.8539
XILBIF,Ir,4,5.3800,7.5400,0.7388,0.8831
GOVBUO,Au,4,8.3000,2.9500,0.9243,0.4843
QIDLIB,Cu,4,9.0600,2.9400,0.9619,0.4829
YINXUP,Au,4,2.8800,0.0000,0.4742,-1.0000
COVXOD,Cu,4,6.7200,2.1000,0.8338,0.3424
NUXMEA,Pd,4,9.9500,3.2300,1.0022,0.5224
GIBZEY,Pd,4,8.0500,2.6500,0.9112,0.4393
KIPVOX,Cu,4,8.4300,2.9900,0.9309,0.4900
YATPER,Pt,4,3.4200,0.6500,0.5465,-0.1249
YABPUR01,Pt,4,3.2800,0.4700,0.5289,-0.2441
FUNNOR,Nb,4,3.5900,0.7000,0.5670,-0.0969
KAMSIB,Cu,4,1.9800,0.0900,0.3181,-0.7212
DURLOS,Zn,4,7.6400,6.9100,0.8887,0.8457
FELQOE,Pd,4,3.1700,0.3700,0.5145,-0.3279
ROLVOD,Ni,4,13.6200,11.7100,1.1374,1.0722
FEWVEL,Co,4,3.1600,0.4000,0.5132,-0.3010
ZUBGOU,Pd,4,16.5000,24.8000,1.2201,1.3962
SIWXON,Pt,4,9.6300,3.0900,0.9881,0.5038
